strain,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_444759,NewYork,NewYork,NewYork,NewYork,Louisiana,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_444770,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_444772,NewYork,Connecticut,Connecticut,Connecticut,NewYork,NewYork,NewYork,NewYork,NewYork,Connecticut,NewYork,NewYork
EPI_ISL_444786,NewYork,NewYork,NewYork,Oregon,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_451430,Minnesota,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_451444,Michigan,NewJersey,Maryland,NewYork,NewJersey,NewJersey,NewYork,NewJersey,NewJersey,NorthCarolina,NewYork,NewJersey
EPI_ISL_451451,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_451476,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_456011,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_456020,NewYork,Pennsylvania,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_467377,NewYork,California,California,NewYork,NewYork,NewYork,Michigan,Michigan,California,NewYork,NewYork,NewYork
EPI_ISL_467379,NewYork,Michigan,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_467384,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_467398,California,California,California,California,California,California,California,Utah,California,Oregon,California,California
EPI_ISL_467400,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Michigan,NewYork,NewYork,NewYork,NewYork
EPI_ISL_467405,Michigan,Connecticut,NewYork,NewYork,Louisiana,Connecticut,NewYork,Utah,NewYork,Michigan,NewYork,NewYork
EPI_ISL_421389,NewYork,Virginia,Ohio,Connecticut,NewYork,Connecticut,NewYork,Ohio,NewYork,Connecticut,Connecticut,Connecticut
EPI_ISL_421425,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_421433,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_421635,Michigan,Florida,NewYork,NewYork,NewYork,NewYork,NewYork,Florida,NewYork,NewYork,Florida,NewYork
EPI_ISL_422500,NewYork,NewYork,Michigan,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Louisiana,NewYork,NewYork
EPI_ISL_422560,Wisconsin,NewYork,NewYork,Virginia,NewYork,NewYork,NewYork,Illinois,NewYork,NewYork,Wisconsin,Wisconsin
EPI_ISL_450005,Michigan,NewYork,Michigan,California,NewYork,Connecticut,NewYork,Pennsylvania,NewYork,NewYork,NewYork,NewYork
EPI_ISL_450048,Alaska,Alaska,Illinois,NewYork,Texas,Alaska,NewYork,Alaska,California,NewYork,Alaska,Alaska
EPI_ISL_450075,Virginia,NewYork,Virginia,Michigan,Louisiana,Maryland,NewYork,Texas,Utah,Michigan,Maryland,Maryland
EPI_ISL_450134,NewYork,NewYork,NewYork,Connecticut,Maryland,Connecticut,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_450151,NewYork,NewYork,NewYork,Utah,Oregon,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_467903,NewYork,NewYork,NewYork,Washington,NorthCarolina,NewYork,Maryland,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_436064,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork
EPI_ISL_436048,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Utah,NewYork,NewYork,NewYork,NewYork
EPI_ISL_484959,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_484972,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
EPI_ISL_491320,Illinois,Wisconsin,NewYork,NewYork,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Illinois,NewYork,Wisconsin,Wisconsin
EPI_ISL_491321,NewJersey,NewYork,NewYork,NewYork,Wisconsin,NewYork,NewYork,Wisconsin,NewYork,NewYork,Wisconsin,NewYork
EPI_ISL_427568,NorthCarolina,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Michigan,NewYork,NewYork,NewYork,NewYork
EPI_ISL_427574,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Texas,NewYork,NewYork,NewYork,NewYork
EPI_ISL_427596,Florida,NewYork,NewYork,Minnesota,Virginia,NewYork,NewYork,Virginia,NewYork,NewYork,NewYork,NewYork
EPI_ISL_427617,Michigan,NewYork,NewYork,NewYork,Louisiana,NewYork,NewYork,Michigan,NewYork,NewYork,NewYork,NewYork
EPI_ISL_426294,Florida,NewYork,NewYork,Minnesota,NewYork,NewYork,NewYork,Illinois,Michigan,Florida,Connecticut,NewYork
EPI_ISL_427288,Maryland,Maryland,Maryland,Illinois,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_427290,Virginia,Connecticut,Oregon,California,Massachusetts,Connecticut,Ohio,Utah,NewYork,Wisconsin,NewYork,Ohio
EPI_ISL_421660,Washington,Florida,Minnesota,Minnesota,Maryland,Washington,Oregon,Maryland,Minnesota,NewJersey,California,Ohio
EPI_ISL_421675,NewYork,Florida,NewYork,Minnesota,NewYork,NewYork,Virginia,Florida,NewYork,Florida,Florida,Ohio
EPI_ISL_426431,Florida,Florida,Arizona,Ohio,Florida,Florida,Florida,Florida,Florida,Florida,Maryland,Pennsylvania
EPI_ISL_424880,NewYork,Arizona,California,Michigan,NewJersey,Connecticut,NewJersey,NewJersey,Maryland,NewJersey,NewJersey,Ohio
EPI_ISL_437535,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_437521,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_437523,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_437524,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Louisiana,Oregon,Oregon,Oregon
EPI_ISL_468095,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_468109,Oregon,Utah,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_468110,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_468117,Oregon,Idaho,Connecticut,Minnesota,Minnesota,NorthCarolina,Oregon,Louisiana,Oregon,Oregon,Oregon,Oregon
EPI_ISL_468120,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_468126,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482295,Oregon,Oregon,Minnesota,Maryland,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482300,Oregon,Oregon,Oregon,Oregon,Louisiana,Oregon,Oregon,Oregon,NewYork,Louisiana,Oregon,Oregon
EPI_ISL_482303,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482306,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482307,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482308,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482309,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482311,Washington,Washington,Washington,Washington,Pennsylvania,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_482312,Oregon,Oregon,Oregon,Utah,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_486830,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482313,Oregon,Oregon,Oregon,Illinois,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_486831,Pennsylvania,Oregon,Oregon,Oregon,Oregon,Maryland,NewMexico,Oregon,NewYork,Oregon,Oregon,Oregon
EPI_ISL_482320,Utah,California,California,California,Utah,California,California,Oregon,California,California,California,California
EPI_ISL_482321,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482323,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482324,Oregon,Oregon,Washington,Oregon,Washington,Washington,Washington,Arizona,Oregon,Arizona,Oregon,Oregon
EPI_ISL_482325,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,NewJersey,Wisconsin,California,Wisconsin,California,California,California
EPI_ISL_482327,Washington,Washington,Oregon,Washington,Oregon,Washington,Washington,Arizona,Washington,Washington,Oregon,Oregon
EPI_ISL_482330,California,California,California,Utah,California,California,California,Utah,California,Oregon,Oregon,Oregon
EPI_ISL_482332,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482333,Maryland,Maryland,Minnesota,Maryland,Minnesota,Minnesota,Minnesota,Oregon,Maryland,Oregon,Oregon,Oregon
EPI_ISL_482340,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482342,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482344,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482348,Idaho,Louisiana,Idaho,Idaho,Louisiana,Louisiana,Louisiana,Louisiana,Idaho,Idaho,Louisiana,Louisiana
EPI_ISL_482349,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482350,California,California,California,California,California,California,California,California,California,California,California,California
EPI_ISL_482355,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482357,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482360,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482364,Washington,Oregon,Oregon,Oregon,Oregon,NewYork,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482374,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482382,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482387,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482390,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482393,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482398,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482401,Oregon,Oregon,Oregon,Oregon,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482402,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Missouri,Oregon,Oregon
EPI_ISL_482403,Oregon,California,Texas,California,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482404,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482406,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482407,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482408,Minnesota,California,Oregon,Oregon,Louisiana,Oregon,Michigan,Oregon,California,Oregon,Oregon,Oregon
EPI_ISL_482410,Oregon,Oregon,Washington,Oregon,Washington,Oregon,Washington,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482412,Oregon,Oregon,Oregon,California,Oregon,NewYork,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482415,Virginia,Oregon,Oregon,Oregon,Oregon,California,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482417,Oregon,California,Oregon,California,Oregon,Oregon,California,Oregon,Oregon,California,Oregon,Oregon
EPI_ISL_482418,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482419,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482420,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Washington,Oregon,Oregon,Oregon
EPI_ISL_482422,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482424,Oregon,Oregon,California,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482425,Oregon,Oregon,Oregon,Oregon,Oregon,Utah,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482427,Oregon,Oregon,Oregon,Oregon,Oregon,Washington,Washington,Oregon,Washington,NewYork,Oregon,Oregon
EPI_ISL_482428,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Massachusetts,Oregon,Oregon
EPI_ISL_482429,NewYork,Oregon,Oregon,Florida,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482430,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482431,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482434,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482435,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Washington,Oregon,Oregon,Oregon
EPI_ISL_482437,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482438,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482446,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482447,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482452,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482454,Florida,Oregon,Utah,NewYork,Oregon,NewYork,Oregon,California,Oregon,Oregon,NewYork,Oregon
EPI_ISL_482455,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482456,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482460,Oregon,Oregon,Oregon,Oregon,Louisiana,Oregon,Oregon,Oregon,California,Louisiana,Oregon,Oregon
EPI_ISL_482464,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_482465,Florida,NewYork,NewYork,Oregon,NewYork,Florida,NewYork,NewYork,Florida,Oregon,Oregon,Oregon
EPI_ISL_482467,Oregon,Oregon,Oregon,Utah,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_424286,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_424307,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho
EPI_ISL_424308,Texas,Oregon,Texas,Oregon,Oregon,Washington,Oregon,Oregon,Washington,Oregon,Washington,Washington
EPI_ISL_491001,Virginia,Connecticut,NewYork,Connecticut,Connecticut,Oregon,NewYork,Idaho,Idaho,Louisiana,Connecticut,Connecticut
EPI_ISL_427173,Connecticut,Connecticut,Oregon,Idaho,Connecticut,Virginia,Idaho,Oregon,Michigan,Idaho,Idaho,Oregon
EPI_ISL_426076,Michigan,Connecticut,Oregon,Connecticut,Oregon,Connecticut,Connecticut,Virginia,NewMexico,Minnesota,Connecticut,Connecticut
EPI_ISL_485948,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut
EPI_ISL_416673,California,Oregon,Utah,Oregon,Utah,Massachusetts,Utah,Idaho,Wisconsin,Maryland,Utah,Utah
EPI_ISL_450802,Pennsylvania,California,Maryland,Illinois,Maryland,Georgia,Maryland,Maryland,Maryland,Maryland,Georgia,Georgia
EPI_ISL_454380,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Wisconsin,Pennsylvania,Oregon,Pennsylvania
EPI_ISL_454381,Pennsylvania,Pennsylvania,Pennsylvania,NewJersey,NewYork,Florida,NewYork,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454387,Illinois,SouthCarolina,SouthCarolina,Florida,Florida,SouthCarolina,Illinois,Illinois,Illinois,Illinois,SouthCarolina,SouthCarolina
EPI_ISL_454399,Pennsylvania,Pennsylvania,Michigan,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,NorthCarolina,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454401,Pennsylvania,Michigan,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,NewMexico,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454403,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,NewMexico,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454404,Pennsylvania,Pennsylvania,Pennsylvania,Minnesota,Louisiana,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454407,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Florida,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454409,Pennsylvania,Pennsylvania,Pennsylvania,California,Pennsylvania,Pennsylvania,Pennsylvania,Washington,Maryland,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454410,Florida,Minnesota,Louisiana,Arizona,Florida,Pennsylvania,Louisiana,Michigan,Texas,Louisiana,Louisiana,Louisiana
EPI_ISL_454411,Pennsylvania,Florida,Virginia,Florida,Pennsylvania,Virginia,Florida,Florida,NewYork,Pennsylvania,Florida,Pennsylvania
EPI_ISL_454354,Pennsylvania,Pennsylvania,Oregon,Maryland,NewJersey,Michigan,NewYork,Louisiana,NewYork,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_454356,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Maryland,Pennsylvania,Georgia,Utah,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454357,NewYork,NewYork,Virginia,NewYork,NewYork,NewYork,NewYork,Pennsylvania,NewYork,NewYork,Pennsylvania,Pennsylvania
EPI_ISL_454358,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454360,Virginia,Texas,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Maryland,Virginia,Massachusetts,Massachusetts
EPI_ISL_454361,California,Pennsylvania,Arizona,Illinois,Arizona,Texas,California,California,Texas,Arizona,Texas,Texas
EPI_ISL_454362,Pennsylvania,Pennsylvania,Pennsylvania,Oregon,Pennsylvania,Pennsylvania,NewMexico,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454363,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Virginia,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454364,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Wyoming,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454366,Washington,Minnesota,Florida,Washington,Washington,Virginia,Massachusetts,Minnesota,Virginia,Virginia,Florida,Pennsylvania
EPI_ISL_454367,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Louisiana,Pennsylvania,Pennsylvania,Pennsylvania,Virginia,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454370,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Michigan,Florida,Pennsylvania,Florida,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454372,Pennsylvania,Oregon,Michigan,Michigan,Louisiana,NewYork,NewYork,Louisiana,NewYork,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_454373,Connecticut,NorthCarolina,Pennsylvania,Maryland,Louisiana,Connecticut,Pennsylvania,NorthCarolina,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_454374,Virginia,NewYork,Oregon,Minnesota,Louisiana,Michigan,Connecticut,Louisiana,NewYork,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_454376,California,California,California,Utah,California,California,California,Utah,NewYork,Michigan,Pennsylvania,Pennsylvania
EPI_ISL_454378,Florida,Pennsylvania,Florida,Minnesota,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Utah,Minnesota,Florida,Florida
EPI_ISL_454379,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,NewYork,Pennsylvania,NewYork,NewYork,NewYork,NewYork
EPI_ISL_436467,Pennsylvania,Pennsylvania,Pennsylvania,Utah,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_436468,Missouri,California,Pennsylvania,California,Oregon,California,Illinois,Pennsylvania,Utah,Illinois,Missouri,Pennsylvania
EPI_ISL_436470,Arizona,Arizona,Arizona,Utah,Pennsylvania,Arizona,Arizona,Arizona,Louisiana,Pennsylvania,Arizona,Arizona
EPI_ISL_436471,Pennsylvania,Connecticut,Pennsylvania,Connecticut,Wyoming,Pennsylvania,Pennsylvania,NewYork,Utah,Wyoming,Pennsylvania,Pennsylvania
EPI_ISL_436473,Missouri,Pennsylvania,Pennsylvania,Missouri,Florida,Massachusetts,Massachusetts,Missouri,Pennsylvania,Florida,Florida,Pennsylvania
EPI_ISL_436477,Michigan,Michigan,Michigan,Maryland,Pennsylvania,Maryland,NewYork,Louisiana,Michigan,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_436481,Pennsylvania,NorthCarolina,Virginia,Maryland,Pennsylvania,Pennsylvania,NewYork,Louisiana,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_436484,Pennsylvania,Pennsylvania,Utah,Oregon,Oregon,Maryland,Pennsylvania,Pennsylvania,Pennsylvania,NewMexico,Pennsylvania,Pennsylvania
EPI_ISL_436485,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_436492,Pennsylvania,Pennsylvania,Pennsylvania,Maryland,Pennsylvania,NewYork,Pennsylvania,Florida,Wyoming,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_436497,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,NewYork,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_436501,California,Connecticut,Pennsylvania,Pennsylvania,Minnesota,Pennsylvania,Minnesota,Louisiana,Wyoming,Pennsylvania,Pennsylvania,Pennsylvania
EPI_ISL_436502,Pennsylvania,NewYork,Michigan,Michigan,Louisiana,Maryland,NewYork,Louisiana,Pennsylvania,Louisiana,Pennsylvania,Pennsylvania
EPI_ISL_467904,NewYork,Minnesota,Virginia,Maryland,Washington,NewYork,Pennsylvania,Virginia,Virginia,Virginia,Washington,Pennsylvania
EPI_ISL_484922,Wisconsin,Illinois,Wisconsin,Illinois,Wisconsin,Wisconsin,Wisconsin,Illinois,Wisconsin,Illinois,Illinois,Illinois
EPI_ISL_424881,Pennsylvania,California,California,California,California,California,Oregon,California,California,California,Oregon,Oregon
EPI_ISL_424883,NorthCarolina,NorthCarolina,Massachusetts,NorthCarolina,Massachusetts,Massachusetts,Massachusetts,NorthCarolina,NorthCarolina,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_426432,Pennsylvania,Oregon,Oregon,Oregon,Oregon,Maryland,Pennsylvania,Florida,Pennsylvania,Maryland,Maryland,Pennsylvania
EPI_ISL_424885,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Florida,Pennsylvania,Pennsylvania,Maryland,Pennsylvania
